Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_YYYY-MM-DD,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,Prod_Merc_Positions_Long_All,Prod_Merc_Positions_Short_All,Swap_Positions_Long_All,Swap__Positions_Short_All,Swap__Positions_Spread_All,M_Money_Positions_Long_All,M_Money_Positions_Short_All,M_Money_Positions_Spread_All,Other_Rept_Positions_Long_All,Other_Rept_Positions_Short_All,Other_Rept_Positions_Spread_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Open_Interest_Old,Prod_Merc_Positions_Long_Old,Prod_Merc_Positions_Short_Old,Swap_Positions_Long_Old,Swap__Positions_Short_Old,Swap__Positions_Spread_Old,M_Money_Positions_Long_Old,M_Money_Positions_Short_Old,M_Money_Positions_Spread_Old,Other_Rept_Positions_Long_Old,Other_Rept_Positions_Short_Old,Other_Rept_Positions_Spread_Old,Tot_Rept_Positions_Long_Old,Tot_Rept_Positions_Short_Old,NonRept_Positions_Long_Old,NonRept_Positions_Short_Old,Open_Interest_Other,Prod_Merc_Positions_Long_Other,Prod_Merc_Positions_Short_Other,Swap_Positions_Long_Other,Swap__Positions_Short_Other,Swap__Positions_Spread_Other,M_Money_Positions_Long_Other,M_Money_Positions_Short_Other,M_Money_Positions_Spread_Other,Other_Rept_Positions_Long_Other,Other_Rept_Positions_Short_Other,Other_Rept_Positions_Spread_Other,Tot_Rept_Positions_Long_Other,Tot_Rept_Positions_Short_Other,NonRept_Positions_Long_Other,NonRept_Positions_Short_Other,Change_in_Open_Interest_All,Change_in_Prod_Merc_Long_All,Change_in_Prod_Merc_Short_All,Change_in_Swap_Long_All,Change_in_Swap_Short_All,Change_in_Swap_Spread_All,Change_in_M_Money_Long_All,Change_in_M_Money_Short_All,Change_in_M_Money_Spread_All,Change_in_Other_Rept_Long_All,Change_in_Other_Rept_Short_All,Change_in_Other_Rept_Spread_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_Prod_Merc_Long_All,Pct_of_OI_Prod_Merc_Short_All,Pct_of_OI_Swap_Long_All,Pct_of_OI_Swap_Short_All,Pct_of_OI_Swap_Spread_All,Pct_of_OI_M_Money_Long_All,Pct_of_OI_M_Money_Short_All,Pct_of_OI_M_Money_Spread_All,Pct_of_OI_Other_Rept_Long_All,Pct_of_OI_Other_Rept_Short_All,Pct_of_OI_Other_Rept_Spread_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Pct_of_Open_Interest_Old,Pct_of_OI_Prod_Merc_Long_Old,Pct_of_OI_Prod_Merc_Short_Old,Pct_of_OI_Swap_Long_Old,Pct_of_OI_Swap_Short_Old,Pct_of_OI_Swap_Spread_Old,Pct_of_OI_M_Money_Long_Old,Pct_of_OI_M_Money_Short_Old,Pct_of_OI_M_Money_Spread_Old,Pct_of_OI_Other_Rept_Long_Old,Pct_of_OI_Other_Rept_Short_Old,Pct_of_OI_Other_Rept_Spread_Old,Pct_of_OI_Tot_Rept_Long_Old,Pct_of_OI_Tot_Rept_Short_Old,Pct_of_OI_NonRept_Long_Old,Pct_of_OI_NonRept_Short_Old,Pct_of_Open_Interest_Other,Pct_of_OI_Prod_Merc_Long_Other,Pct_of_OI_Prod_Merc_Short_Other,Pct_of_OI_Swap_Long_Other,Pct_of_OI_Swap_Short_Other,Pct_of_OI_Swap_Spread_Other,Pct_of_OI_M_Money_Long_Other,Pct_of_OI_M_Money_Short_Other,Pct_of_OI_M_Money_Spread_Other,Pct_of_OI_Other_Rept_Long_Other,Pct_of_OI_Other_Rept_Short_Other,Pct_of_OI_Other_Rept_Spread_Other,Pct_of_OI_Tot_Rept_Long_Other,Pct_of_OI_Tot_Rept_Short_Other,Pct_of_OI_NonRept_Long_Other,Pct_of_OI_NonRept_Short_Other,Traders_Tot_All,Traders_Prod_Merc_Long_All,Traders_Prod_Merc_Short_All,Traders_Swap_Long_All,Traders_Swap_Short_All,Traders_Swap_Spread_All,Traders_M_Money_Long_All,Traders_M_Money_Short_All,Traders_M_Money_Spread_All,Traders_Other_Rept_Long_All,Traders_Other_Rept_Short_All,Traders_Other_Rept_Spread_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Traders_Tot_Old,Traders_Prod_Merc_Long_Old,Traders_Prod_Merc_Short_Old,Traders_Swap_Long_Old,Traders_Swap_Short_Old,Traders_Swap_Spread_Old,Traders_M_Money_Long_Old,Traders_M_Money_Short_Old,Traders_M_Money_Spread_Old,Traders_Other_Rept_Long_Old,Traders_Other_Rept_Short_Old,Traders_Other_Rept_Spread_Old,Traders_Tot_Rept_Long_Old,Traders_Tot_Rept_Short_Old,Traders_Tot_Other,Traders_Prod_Merc_Long_Other,Traders_Prod_Merc_Short_Other,Traders_Swap_Long_Other,Traders_Swap_Short_Other,Traders_Swap_Spread_Other,Traders_M_Money_Long_Other,Traders_M_Money_Short_Other,Traders_M_Money_Spread_Other,Traders_Other_Rept_Long_Other,Traders_Other_Rept_Short_Other,Traders_Other_Rept_Spread_Other,Traders_Tot_Rept_Long_Other,Traders_Tot_Rept_Short_Other,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Conc_Gross_LE_4_TDR_Long_Old,Conc_Gross_LE_4_TDR_Short_Old,Conc_Gross_LE_8_TDR_Long_Old,Conc_Gross_LE_8_TDR_Short_Old,Conc_Net_LE_4_TDR_Long_Old,Conc_Net_LE_4_TDR_Short_Old,Conc_Net_LE_8_TDR_Long_Old,Conc_Net_LE_8_TDR_Short_Old,Conc_Gross_LE_4_TDR_Long_Other,Conc_Gross_LE_4_TDR_Short_Other,Conc_Gross_LE_8_TDR_Long_Other,Conc_Gross_LE_8_TDR_Short_Other,Conc_Net_LE_4_TDR_Long_Other,Conc_Net_LE_4_TDR_Short_Other,Conc_Net_LE_8_TDR_Long_Other,Conc_Net_LE_8_TDR_Short_Other,Contract_Units,CFTC_Contract_Market_Code_Quotes,CFTC_Market_Code_Quotes,CFTC_Commodity_Code_Quotes,CFTC_SubGroup_Code,FutOnly_or_Combined,Net_Commercial,Net_Managed_Money,Net_Large_Spec,Net_Small_Spec
GOLD - COMMODITY EXCHANGE INC.,150915,2015-09-15,088691,CMX ,1,88,413333,17304,60606,78146,67823,59538,104300,95493,24689,69925,39185,26824,380726,374158,32607,39175,413333,17304,60606,78146,67823,59538,104300,95493,24689,69925,39185,26824,380726,374158,32607,39175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,   -8399,   -3209,  -17006,    4048,   -5155,   -1471,   -8384,    9634,    3540,   -1006,     722,    -910,   -7392,  -10646,   -1007,    2247,100.0,4.2,14.7,18.9,16.4,14.4,25.2,23.1,6.0,16.9,9.5,6.5,92.1,90.5,7.9,9.5,100.0,4.2,14.7,18.9,16.4,14.4,25.2,23.1,6.0,16.9,9.5,6.5,92.1,90.5,7.9,9.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307,     15,     25,     16,     16,     24,     54,     50,     39,     64,     69,     57,209,227,    307,     15,     25,     16,     16,     24,     54,     50,     39,     64,     69,     57,    209,    227,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,23.7,29.2,33.9,40.1,22.5,25.0,29.9,32.0,23.7,29.2,33.9,40.1,22.5,25.0,29.9,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX ,88,N20,FutOnly,-32979,8807,30740,-6568
GOLD - COMMODITY EXCHANGE INC.,150915,2015-09-15,088691,CMX ,1,88,413333,17304,60606,78146,67823,59538,104300,95493,24689,69925,39185,26824,380726,374158,32607,39175,413333,17304,60606,78146,67823,59538,104300,95493,24689,69925,39185,26824,380726,374158,32607,39175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,   -8399,   -3209,  -17006,    4048,   -5155,   -1471,   -8384,    9634,    3540,   -1006,     722,    -910,   -7392,  -10646,   -1007,    2247,100.0,4.2,14.7,18.9,16.4,14.4,25.2,23.1,6.0,16.9,9.5,6.5,92.1,90.5,7.9,9.5,100.0,4.2,14.7,18.9,16.4,14.4,25.2,23.1,6.0,16.9,9.5,6.5,92.1,90.5,7.9,9.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307,     15,     25,     16,     16,     24,     54,     50,     39,     64,     69,     57,209,227,    307,     15,     25,     16,     16,     24,     54,     50,     39,     64,     69,     57,    209,    227,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,23.7,29.2,33.9,40.1,22.5,25.0,29.9,32.0,23.7,29.2,33.9,40.1,22.5,25.0,29.9,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX ,88,N20,FutOnly,-32979,8807,30740,-6568
GOLD - COMMODITY EXCHANGE INC.,150922,2015-09-22,088691,CMX ,1,88,419304,19677,75195,69713,71423,59702,107531,86702,26492,74549,34253,29659,387323,383426,31981,35878,419304,19677,75195,69713,71423,59702,107531,86702,26492,74549,34253,29659,387323,383426,31981,35878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    5971,    2373,   14589,   -8433,    3600,     164,    3231,   -8791,    1803,    4624,   -4932,    2835,    6597,    9268,    -626,   -3297,100.0,4.7,17.9,16.6,17.0,14.2,25.6,20.7,6.3,17.8,8.2,7.1,92.4,91.4,7.6,8.6,100.0,4.7,17.9,16.6,17.0,14.2,25.6,20.7,6.3,17.8,8.2,7.1,92.4,91.4,7.6,8.6,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318,     20,     30,     14,     18,     22,     58,     47,     40,     72,     66,     60,220,233,    318,     20,     30,     14,     18,     22,     58,     47,     40,     72,     66,     60,    220,    233,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,23.4,30.2,33.3,41.2,22.1,26.0,29.3,33.2,23.4,30.2,33.3,41.2,22.1,26.0,29.3,33.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX ,88,N20,FutOnly,-57228,20829,40296,-3897
GOLD - COMMODITY EXCHANGE INC.,150922,2015-09-22,088691,CMX ,1,88,419304,19677,75195,69713,71423,59702,107531,86702,26492,74549,34253,29659,387323,383426,31981,35878,419304,19677,75195,69713,71423,59702,107531,86702,26492,74549,34253,29659,387323,383426,31981,35878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    5971,    2373,   14589,   -8433,    3600,     164,    3231,   -8791,    1803,    4624,   -4932,    2835,    6597,    9268,    -626,   -3297,100.0,4.7,17.9,16.6,17.0,14.2,25.6,20.7,6.3,17.8,8.2,7.1,92.4,91.4,7.6,8.6,100.0,4.7,17.9,16.6,17.0,14.2,25.6,20.7,6.3,17.8,8.2,7.1,92.4,91.4,7.6,8.6,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318,     20,     30,     14,     18,     22,     58,     47,     40,     72,     66,     60,220,233,    318,     20,     30,     14,     18,     22,     58,     47,     40,     72,     66,     60,    220,    233,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,23.4,30.2,33.3,41.2,22.1,26.0,29.3,33.2,23.4,30.2,33.3,41.2,22.1,26.0,29.3,33.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX ,88,N20,FutOnly,-57228,20829,40296,-3897
GOLD - COMMODITY EXCHANGE INC.,150929,2015-09-29,088691,CMX ,1,88,415700,25515,87605,61785,72838,62235,112633,72069,26819,70159,34078,23694,382840,379338,32860,36362,415700,25515,87605,61785,72838,62235,112633,72069,26819,70159,34078,23694,382840,379338,32860,36362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,   -3604,    5838,   12410,   -7928,    1415,    2533,    5102,  -14633,     327,   -4390,    -175,   -5965,   -4483,   -4088,     879,     484,100.0,6.1,21.1,14.9,17.5,15.0,27.1,17.3,6.5,16.9,8.2,5.7,92.1,91.3,7.9,8.7,100.0,6.1,21.1,14.9,17.5,15.0,27.1,17.3,6.5,16.9,8.2,5.7,92.1,91.3,7.9,8.7,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315,     19,     27,     12,     22,     23,     64,     38,     35,     69,     66,     48,218,212,    315,     19,     27,     12,     22,     23,     64,     38,     35,     69,     66,     48,    218,    212,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,22.7,31.7,33.6,42.9,21.5,26.7,28.9,33.9,22.7,31.7,33.6,42.9,21.5,26.7,28.9,33.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX ,88,N20,FutOnly,-73143,40564,36081,-3502
GOLD - COMMODITY EXCHANGE INC.,150929,2015-09-29,088691,CMX ,1,88,415700,25515,87605,61785,72838,62235,112633,72069,26819,70159,34078,23694,382840,379338,32860,36362,415700,25515,87605,61785,72838,62235,112633,72069,26819,70159,34078,23694,382840,379338,32860,36362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,   -3604,    5838,   12410,   -7928,    1415,    2533,    5102,  -14633,     327,   -4390,    -175,   -5965,   -4483,   -4088,     879,     484,100.0,6.1,21.1,14.9,17.5,15.0,27.1,17.3,6.5,16.9,8.2,5.7,92.1,91.3,7.9,8.7,100.0,6.1,21.1,14.9,17.5,15.0,27.1,17.3,6.5,16.9,8.2,5.7,92.1,91.3,7.9,8.7,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315,     19,     27,     12,     22,     23,     64,     38,     35,     69,     66,     48,218,212,    315,     19,     27,     12,     22,     23,     64,     38,     35,     69,     66,     48,    218,    212,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,22.7,31.7,33.6,42.9,21.5,26.7,28.9,33.9,22.7,31.7,33.6,42.9,21.5,26.7,28.9,33.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX ,88,N20,FutOnly,-73143,40564,36081,-3502
GOLD - COMMODITY EXCHANGE INC.,151006,2015-10-06,088691,CMX ,1,88,430228,25741,92163,63322,85369,59361,115414,69576,31554,75586,34605,25741,396719,398369,33509,31859,430228,25741,92163,63322,85369,59361,115414,69576,31554,75586,34605,25741,396719,398369,33509,31859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,   14528,     226,    4558,    1537,   12531,   -2874,    2781,   -2493,    4735,    5427,     527,    2047,   13879,   19031,     649,   -4503,100.0,6.0,21.4,14.7,19.8,13.8,26.8,16.2,7.3,17.6,8.0,6.0,92.2,92.6,7.8,7.4,100.0,6.0,21.4,14.7,19.8,13.8,26.8,16.2,7.3,17.6,8.0,6.0,92.2,92.6,7.8,7.4,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,331,     21,     29,     12,     23,     21,     70,     39,     35,     72,     70,     53,232,220,    331,     21,     29,     12,     23,     21,     70,     39,     35,     72,     70,     53,    232,    220,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,22.0,31.3,32.5,43.5,20.1,26.3,27.3,34.0,22.0,31.3,32.5,43.5,20.1,26.3,27.3,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX ,88,N20,FutOnly,-88469,45838,40981,1650
GOLD - COMMODITY EXCHANGE INC.,151006,2015-10-06,088691,CMX ,1,88,430228,25741,92163,63322,85369,59361,115414,69576,31554,75586,34605,25741,396719,398369,33509,31859,430228,25741,92163,63322,85369,59361,115414,69576,31554,75586,34605,25741,396719,398369,33509,31859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,   14528,     226,    4558,    1537,   12531,   -2874,    2781,   -2493,    4735,    5427,     527,    2047,   13879,   19031,     649,   -4503,100.0,6.0,21.4,14.7,19.8,13.8,26.8,16.2,7.3,17.6,8.0,6.0,92.2,92.6,7.8,7.4,100.0,6.0,21.4,14.7,19.8,13.8,26.8,16.2,7.3,17.6,8.0,6.0,92.2,92.6,7.8,7.4,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,331,     21,     29,     12,     23,     21,     70,     39,     35,     72,     70,     53,232,220,    331,     21,     29,     12,     23,     21,     70,     39,     35,     72,     70,     53,    232,    220,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,22.0,31.3,32.5,43.5,20.1,26.3,27.3,34.0,22.0,31.3,32.5,43.5,20.1,26.3,27.3,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX ,88,N20,FutOnly,-88469,45838,40981,1650
GOLD - COMMODITY EXCHANGE INC.,151013,2015-10-13,088691,CMX ,1,88,435928,24080,103595,63188,102167,56974,128350,51137,27249,74949,35003,25793,400583,401918,35345,34010,435928,24080,103595,63188,102167,56974,128350,51137,27249,74949,35003,25793,400583,401918,35345,34010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    5700,   -1661,   11432,    -134,   16798,   -2387,   12936,  -18439,   -4305,    -637,     398,      52,    3864,    3549,    1836,    2151,100.0,5.5,23.8,14.5,23.4,13.1,29.4,11.7,6.3,17.2,8.0,5.9,91.9,92.2,8.1,7.8,100.0,5.5,23.8,14.5,23.4,13.1,29.4,11.7,6.3,17.2,8.0,5.9,91.9,92.2,8.1,7.8,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,331,     17,     30,     14,     20,     21,     73,     31,     36,     74,     70,     51,233,214,    331,     17,     30,     14,     20,     21,     73,     31,     36,     74,     70,     51,    233,    214,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,22.1,31.2,32.7,44.5,20.0,26.8,27.3,35.8,22.1,31.2,32.7,44.5,20.0,26.8,27.3,35.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX ,88,N20,FutOnly,-118494,77213,39946,1335
GOLD - COMMODITY EXCHANGE INC.,151013,2015-10-13,088691,CMX ,1,88,435928,24080,103595,63188,102167,56974,128350,51137,27249,74949,35003,25793,400583,401918,35345,34010,435928,24080,103595,63188,102167,56974,128350,51137,27249,74949,35003,25793,400583,401918,35345,34010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    5700,   -1661,   11432,    -134,   16798,   -2387,   12936,  -18439,   -4305,    -637,     398,      52,    3864,    3549,    1836,    2151,100.0,5.5,23.8,14.5,23.4,13.1,29.4,11.7,6.3,17.2,8.0,5.9,91.9,92.2,8.1,7.8,100.0,5.5,23.8,14.5,23.4,13.1,29.4,11.7,6.3,17.2,8.0,5.9,91.9,92.2,8.1,7.8,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,331,     17,     30,     14,     20,     21,     73,     31,     36,     74,     70,     51,233,214,    331,     17,     30,     14,     20,     21,     73,     31,     36,     74,     70,     51,    233,    214,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,22.1,31.2,32.7,44.5,20.0,26.8,27.3,35.8,22.1,31.2,32.7,44.5,20.0,26.8,27.3,35.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX ,88,N20,FutOnly,-118494,77213,39946,1335
GOLD - COMMODITY EXCHANGE INC.,151020,2015-10-20,088691,CMX ,1,88,467792,24068,125536,56278,118110,54620,156199,39855,31328,77028,42071,25798,425319,437318,42473,30474,467792,24068,125536,56278,118110,54620,156199,39855,31328,77028,42071,25798,425319,437318,42473,30474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,   31864,     -12,   21941,   -6910,   15943,   -2354,   27849,  -11282,    4079,    2079,    7068,       5,   24736,   35400,    7128,   -3536,100.0,5.1,26.8,12.0,25.2,11.7,33.4,8.5,6.7,16.5,9.0,5.5,90.9,93.5,9.1,6.5,100.0,5.1,26.8,12.0,25.2,11.7,33.4,8.5,6.7,16.5,9.0,5.5,90.9,93.5,9.1,6.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,348,     17,     30,     11,     22,     22,     87,     25,     35,     77,     76,     52,248,216,    348,     17,     30,     11,     22,     22,     87,     25,     35,     77,     76,     52,    248,    216,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,20.5,30.5,31.2,45.1,17.6,26.7,25.9,38.4,20.5,30.5,31.2,45.1,17.6,26.7,25.9,38.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX ,88,N20,FutOnly,-163300,116344,34957,11999
GOLD - COMMODITY EXCHANGE INC.,151020,2015-10-20,088691,CMX ,1,88,467792,24068,125536,56278,118110,54620,156199,39855,31328,77028,42071,25798,425319,437318,42473,30474,467792,24068,125536,56278,118110,54620,156199,39855,31328,77028,42071,25798,425319,437318,42473,30474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,   31864,     -12,   21941,   -6910,   15943,   -2354,   27849,  -11282,    4079,    2079,    7068,       5,   24736,   35400,    7128,   -3536,100.0,5.1,26.8,12.0,25.2,11.7,33.4,8.5,6.7,16.5,9.0,5.5,90.9,93.5,9.1,6.5,100.0,5.1,26.8,12.0,25.2,11.7,33.4,8.5,6.7,16.5,9.0,5.5,90.9,93.5,9.1,6.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,348,     17,     30,     11,     22,     22,     87,     25,     35,     77,     76,     52,248,216,    348,     17,     30,     11,     22,     22,     87,     25,     35,     77,     76,     52,    248,    216,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,20.5,30.5,31.2,45.1,17.6,26.7,25.9,38.4,20.5,30.5,31.2,45.1,17.6,26.7,25.9,38.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX ,88,N20,FutOnly,-163300,116344,34957,11999
GOLD - COMMODITY EXCHANGE INC.,151027,2015-10-27,088691,CMX ,1,88,466780,24021,126967,56525,119427,58224,147660,33568,34079,78325,34983,28427,427261,435675,39519,31105,466780,24021,126967,56525,119427,58224,147660,33568,34079,78325,34983,28427,427261,435675,39519,31105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,   -1012,     -47,    1431,     247,    1317,    3604,   -8539,   -6287,    2751,    1297,   -7088,    2629,    1942,   -1643,   -2954,     631,100.0,5.1,27.2,12.1,25.6,12.5,31.6,7.2,7.3,16.8,7.5,6.1,91.5,93.3,8.5,6.7,100.0,5.1,27.2,12.1,25.6,12.5,31.6,7.2,7.3,16.8,7.5,6.1,91.5,93.3,8.5,6.7,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,334,     17,     28,     12,     20,     21,     79,     25,     33,     82,     64,     55,243,206,    334,     17,     28,     12,     20,     21,     79,     25,     33,     82,     64,     55,    243,    206,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,21.2,30.6,32.1,45.6,18.0,25.7,26.2,37.3,21.2,30.6,32.1,45.6,18.0,25.7,26.2,37.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX ,88,N20,FutOnly,-165848,114092,43342,8414
GOLD - COMMODITY EXCHANGE INC.,151027,2015-10-27,088691,CMX ,1,88,466780,24021,126967,56525,119427,58224,147660,33568,34079,78325,34983,28427,427261,435675,39519,31105,466780,24021,126967,56525,119427,58224,147660,33568,34079,78325,34983,28427,427261,435675,39519,31105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,   -1012,     -47,    1431,     247,    1317,    3604,   -8539,   -6287,    2751,    1297,   -7088,    2629,    1942,   -1643,   -2954,     631,100.0,5.1,27.2,12.1,25.6,12.5,31.6,7.2,7.3,16.8,7.5,6.1,91.5,93.3,8.5,6.7,100.0,5.1,27.2,12.1,25.6,12.5,31.6,7.2,7.3,16.8,7.5,6.1,91.5,93.3,8.5,6.7,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,334,     17,     28,     12,     20,     21,     79,     25,     33,     82,     64,     55,243,206,    334,     17,     28,     12,     20,     21,     79,     25,     33,     82,     64,     55,    243,    206,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,21.2,30.6,32.1,45.6,18.0,25.7,26.2,37.3,21.2,30.6,32.1,45.6,18.0,25.7,26.2,37.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX ,88,N20,FutOnly,-165848,114092,43342,8414
GOLD - COMMODITY EXCHANGE INC.,151103,2015-11-03,088691,CMX ,1,88,443900,26094,115320,64033,99795,56242,116702,49495,33976,78082,28947,29421,404550,413196,39350,30704,443900,26094,115320,64033,99795,56242,116702,49495,33976,78082,28947,29421,404550,413196,39350,30704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,  -22880,    2073,  -11647,    7508,  -19632,   -1982,  -30958,   15927,    -103,    -243,   -6036,     994,  -22711,  -22479,    -169,    -401,100.0,5.9,26.0,14.4,22.5,12.7,26.3,11.2,7.7,17.6,6.5,6.6,91.1,93.1,8.9,6.9,100.0,5.9,26.0,14.4,22.5,12.7,26.3,11.2,7.7,17.6,6.5,6.6,91.1,93.1,8.9,6.9,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324,     24,     28,     13,     20,     20,     59,     44,     37,     84,     52,     55,234,213,    324,     24,     28,     13,     20,     20,     59,     44,     37,     84,     52,     55,    234,    213,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,22.5,29.7,33.8,44.2,19.2,25.3,27.4,36.0,22.5,29.7,33.8,44.2,19.2,25.3,27.4,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX ,88,N20,FutOnly,-124988,67207,49135,8646
