Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_YYYY-MM-DD,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,Prod_Merc_Positions_Long_All,Prod_Merc_Positions_Short_All,Swap_Positions_Long_All,Swap__Positions_Short_All,Swap__Positions_Spread_All,M_Money_Positions_Long_All,M_Money_Positions_Short_All,M_Money_Positions_Spread_All,Other_Rept_Positions_Long_All,Other_Rept_Positions_Short_All,Other_Rept_Positions_Spread_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Open_Interest_Old,Prod_Merc_Positions_Long_Old,Prod_Merc_Positions_Short_Old,Swap_Positions_Long_Old,Swap__Positions_Short_Old,Swap__Positions_Spread_Old,M_Money_Positions_Long_Old,M_Money_Positions_Short_Old,M_Money_Positions_Spread_Old,Other_Rept_Positions_Long_Old,Other_Rept_Positions_Short_Old,Other_Rept_Positions_Spread_Old,Tot_Rept_Positions_Long_Old,Tot_Rept_Positions_Short_Old,NonRept_Positions_Long_Old,NonRept_Positions_Short_Old,Open_Interest_Other,Prod_Merc_Positions_Long_Other,Prod_Merc_Positions_Short_Other,Swap_Positions_Long_Other,Swap__Positions_Short_Other,Swap__Positions_Spread_Other,M_Money_Positions_Long_Other,M_Money_Positions_Short_Other,M_Money_Positions_Spread_Other,Other_Rept_Positions_Long_Other,Other_Rept_Positions_Short_Other,Other_Rept_Positions_Spread_Other,Tot_Rept_Positions_Long_Other,Tot_Rept_Positions_Short_Other,NonRept_Positions_Long_Other,NonRept_Positions_Short_Other,Change_in_Open_Interest_All,Change_in_Prod_Merc_Long_All,Change_in_Prod_Merc_Short_All,Change_in_Swap_Long_All,Change_in_Swap_Short_All,Change_in_Swap_Spread_All,Change_in_M_Money_Long_All,Change_in_M_Money_Short_All,Change_in_M_Money_Spread_All,Change_in_Other_Rept_Long_All,Change_in_Other_Rept_Short_All,Change_in_Other_Rept_Spread_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_Prod_Merc_Long_All,Pct_of_OI_Prod_Merc_Short_All,Pct_of_OI_Swap_Long_All,Pct_of_OI_Swap_Short_All,Pct_of_OI_Swap_Spread_All,Pct_of_OI_M_Money_Long_All,Pct_of_OI_M_Money_Short_All,Pct_of_OI_M_Money_Spread_All,Pct_of_OI_Other_Rept_Long_All,Pct_of_OI_Other_Rept_Short_All,Pct_of_OI_Other_Rept_Spread_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Pct_of_Open_Interest_Old,Pct_of_OI_Prod_Merc_Long_Old,Pct_of_OI_Prod_Merc_Short_Old,Pct_of_OI_Swap_Long_Old,Pct_of_OI_Swap_Short_Old,Pct_of_OI_Swap_Spread_Old,Pct_of_OI_M_Money_Long_Old,Pct_of_OI_M_Money_Short_Old,Pct_of_OI_M_Money_Spread_Old,Pct_of_OI_Other_Rept_Long_Old,Pct_of_OI_Other_Rept_Short_Old,Pct_of_OI_Other_Rept_Spread_Old,Pct_of_OI_Tot_Rept_Long_Old,Pct_of_OI_Tot_Rept_Short_Old,Pct_of_OI_NonRept_Long_Old,Pct_of_OI_NonRept_Short_Old,Pct_of_Open_Interest_Other,Pct_of_OI_Prod_Merc_Long_Other,Pct_of_OI_Prod_Merc_Short_Other,Pct_of_OI_Swap_Long_Other,Pct_of_OI_Swap_Short_Other,Pct_of_OI_Swap_Spread_Other,Pct_of_OI_M_Money_Long_Other,Pct_of_OI_M_Money_Short_Other,Pct_of_OI_M_Money_Spread_Other,Pct_of_OI_Other_Rept_Long_Other,Pct_of_OI_Other_Rept_Short_Other,Pct_of_OI_Other_Rept_Spread_Other,Pct_of_OI_Tot_Rept_Long_Other,Pct_of_OI_Tot_Rept_Short_Other,Pct_of_OI_NonRept_Long_Other,Pct_of_OI_NonRept_Short_Other,Traders_Tot_All,Traders_Prod_Merc_Long_All,Traders_Prod_Merc_Short_All,Traders_Swap_Long_All,Traders_Swap_Short_All,Traders_Swap_Spread_All,Traders_M_Money_Long_All,Traders_M_Money_Short_All,Traders_M_Money_Spread_All,Traders_Other_Rept_Long_All,Traders_Other_Rept_Short_All,Traders_Other_Rept_Spread_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Traders_Tot_Old,Traders_Prod_Merc_Long_Old,Traders_Prod_Merc_Short_Old,Traders_Swap_Long_Old,Traders_Swap_Short_Old,Traders_Swap_Spread_Old,Traders_M_Money_Long_Old,Traders_M_Money_Short_Old,Traders_M_Money_Spread_Old,Traders_Other_Rept_Long_Old,Traders_Other_Rept_Short_Old,Traders_Other_Rept_Spread_Old,Traders_Tot_Rept_Long_Old,Traders_Tot_Rept_Short_Old,Traders_Tot_Other,Traders_Prod_Merc_Long_Other,Traders_Prod_Merc_Short_Other,Traders_Swap_Long_Other,Traders_Swap_Short_Other,Traders_Swap_Spread_Other,Traders_M_Money_Long_Other,Traders_M_Money_Short_Other,Traders_M_Money_Spread_Other,Traders_Other_Rept_Long_Other,Traders_Other_Rept_Short_Other,Traders_Other_Rept_Spread_Other,Traders_Tot_Rept_Long_Other,Traders_Tot_Rept_Short_Other,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Conc_Gross_LE_4_TDR_Long_Old,Conc_Gross_LE_4_TDR_Short_Old,Conc_Gross_LE_8_TDR_Long_Old,Conc_Gross_LE_8_TDR_Short_Old,Conc_Net_LE_4_TDR_Long_Old,Conc_Net_LE_4_TDR_Short_Old,Conc_Net_LE_8_TDR_Long_Old,Conc_Net_LE_8_TDR_Short_Old,Conc_Gross_LE_4_TDR_Long_Other,Conc_Gross_LE_4_TDR_Short_Other,Conc_Gross_LE_8_TDR_Long_Other,Conc_Gross_LE_8_TDR_Short_Other,Conc_Net_LE_4_TDR_Long_Other,Conc_Net_LE_4_TDR_Short_Other,Conc_Net_LE_8_TDR_Long_Other,Conc_Net_LE_8_TDR_Short_Other,Contract_Units,CFTC_Contract_Market_Code_Quotes,CFTC_Market_Code_Quotes,CFTC_Commodity_Code_Quotes,CFTC_SubGroup_Code,FutOnly_or_Combined,Net_Commercial,Net_Managed_Money,Net_Large_Spec,Net_Small_Spec
GOLD - COMMODITY EXCHANGE INC.,150728,2015-07-28,088691,CMX ,1,88,438282,22082,58546,83026,61828,71612,106284,120917,20554,76693,37595,23811,404062,394863,34220,43419,438282,22082,58546,83026,61828,71612,106284,120917,20554,76693,37595,23811,404062,394863,34220,43419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,  -21478,   -4608,   -7947,    2728,    -251,  -11076,     -13,    1064,   -1586,   -4730,   -1993,    -992,  -20277,  -22781,   -1201,    1303,100.0,5.0,13.4,18.9,14.1,16.3,24.3,27.6,4.7,17.5,8.6,5.4,92.2,90.1,7.8,9.9,100.0,5.0,13.4,18.9,14.1,16.3,24.3,27.6,4.7,17.5,8.6,5.4,92.2,90.1,7.8,9.9,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,322,     23,     25,     21,     13,     28,     51,     62,     33,     76,     59,     52,223,226,    322,     23,     25,     21,     13,     28,     51,     62,     33,     76,     59,     52,    223,    226,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,24.6,28.6,36.6,40.8,23.6,23.6,30.9,33.7,24.6,28.6,36.6,40.8,23.6,23.6,30.9,33.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX ,88,N20,FutOnly,-15266,-14633,39098,-9199
GOLD - COMMODITY EXCHANGE INC.,150728,2015-07-28,088691,CMX ,1,88,438282,22082,58546,83026,61828,71612,106284,120917,20554,76693,37595,23811,404062,394863,34220,43419,438282,22082,58546,83026,61828,71612,106284,120917,20554,76693,37595,23811,404062,394863,34220,43419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,  -21478,   -4608,   -7947,    2728,    -251,  -11076,     -13,    1064,   -1586,   -4730,   -1993,    -992,  -20277,  -22781,   -1201,    1303,100.0,5.0,13.4,18.9,14.1,16.3,24.3,27.6,4.7,17.5,8.6,5.4,92.2,90.1,7.8,9.9,100.0,5.0,13.4,18.9,14.1,16.3,24.3,27.6,4.7,17.5,8.6,5.4,92.2,90.1,7.8,9.9,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,322,     23,     25,     21,     13,     28,     51,     62,     33,     76,     59,     52,223,226,    322,     23,     25,     21,     13,     28,     51,     62,     33,     76,     59,     52,    223,    226,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,24.6,28.6,36.6,40.8,23.6,23.6,30.9,33.7,24.6,28.6,36.6,40.8,23.6,23.6,30.9,33.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX ,88,N20,FutOnly,-15266,-14633,39098,-9199
GOLD - COMMODITY EXCHANGE INC.,150804,2015-08-04,088691,CMX ,1,88,434273,20798,60201,87818,63235,62210,103573,114860,24399,81219,40032,21891,401908,386828,32365,47445,434273,20798,60201,87818,63235,62210,103573,114860,24399,81219,40032,21891,401908,386828,32365,47445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,   -4009,   -1284,    1655,    4792,    1407,   -9402,   -2711,   -6057,    3845,    4526,    2437,   -1920,   -2154,   -8035,   -1855,    4026,100.0,4.8,13.9,20.2,14.6,14.3,23.8,26.4,5.6,18.7,9.2,5.0,92.5,89.1,7.5,10.9,100.0,4.8,13.9,20.2,14.6,14.3,23.8,26.4,5.6,18.7,9.2,5.0,92.5,89.1,7.5,10.9,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330,     20,     25,     21,     13,     22,     48,     61,     32,     78,     66,     49,213,230,    330,     20,     25,     21,     13,     22,     48,     61,     32,     78,     66,     49,    213,    230,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,25.1,29.2,36.8,41.5,23.9,25.1,31.3,35.1,25.1,29.2,36.8,41.5,23.9,25.1,31.3,35.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX ,88,N20,FutOnly,-14820,-11287,41187,-15080
GOLD - COMMODITY EXCHANGE INC.,150804,2015-08-04,088691,CMX ,1,88,434273,20798,60201,87818,63235,62210,103573,114860,24399,81219,40032,21891,401908,386828,32365,47445,434273,20798,60201,87818,63235,62210,103573,114860,24399,81219,40032,21891,401908,386828,32365,47445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,   -4009,   -1284,    1655,    4792,    1407,   -9402,   -2711,   -6057,    3845,    4526,    2437,   -1920,   -2154,   -8035,   -1855,    4026,100.0,4.8,13.9,20.2,14.6,14.3,23.8,26.4,5.6,18.7,9.2,5.0,92.5,89.1,7.5,10.9,100.0,4.8,13.9,20.2,14.6,14.3,23.8,26.4,5.6,18.7,9.2,5.0,92.5,89.1,7.5,10.9,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330,     20,     25,     21,     13,     22,     48,     61,     32,     78,     66,     49,213,230,    330,     20,     25,     21,     13,     22,     48,     61,     32,     78,     66,     49,    213,    230,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,25.1,29.2,36.8,41.5,23.9,25.1,31.3,35.1,25.1,29.2,36.8,41.5,23.9,25.1,31.3,35.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX ,88,N20,FutOnly,-14820,-11287,41187,-15080
GOLD - COMMODITY EXCHANGE INC.,150811,2015-08-11,088691,CMX ,1,88,435489,18426,62110,86266,67040,61328,108507,113937,23795,79271,41399,22567,400160,392176,35329,43313,435489,18426,62110,86266,67040,61328,108507,113937,23795,79271,41399,22567,400160,392176,35329,43313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    1216,   -2372,    1909,   -1552,    3805,    -882,    4934,    -923,    -604,   -1948,    1367,     676,   -1748,    5348,    2964,   -4132,100.0,4.2,14.3,19.8,15.4,14.1,24.9,26.2,5.5,18.2,9.5,5.2,91.9,90.1,8.1,9.9,100.0,4.2,14.3,19.8,15.4,14.1,24.9,26.2,5.5,18.2,9.5,5.2,91.9,90.1,8.1,9.9,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,337,     22,     25,     19,     15,     23,     49,     67,     32,     78,     67,     48,216,236,    337,     22,     25,     19,     15,     23,     49,     67,     32,     78,     67,     48,    216,    236,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,25.7,29.2,37.2,40.5,23.9,25.2,31.2,34.2,25.7,29.2,37.2,40.5,23.9,25.2,31.2,34.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX ,88,N20,FutOnly,-24458,-5430,37872,-7984
GOLD - COMMODITY EXCHANGE INC.,150811,2015-08-11,088691,CMX ,1,88,435489,18426,62110,86266,67040,61328,108507,113937,23795,79271,41399,22567,400160,392176,35329,43313,435489,18426,62110,86266,67040,61328,108507,113937,23795,79271,41399,22567,400160,392176,35329,43313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    1216,   -2372,    1909,   -1552,    3805,    -882,    4934,    -923,    -604,   -1948,    1367,     676,   -1748,    5348,    2964,   -4132,100.0,4.2,14.3,19.8,15.4,14.1,24.9,26.2,5.5,18.2,9.5,5.2,91.9,90.1,8.1,9.9,100.0,4.2,14.3,19.8,15.4,14.1,24.9,26.2,5.5,18.2,9.5,5.2,91.9,90.1,8.1,9.9,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,337,     22,     25,     19,     15,     23,     49,     67,     32,     78,     67,     48,216,236,    337,     22,     25,     19,     15,     23,     49,     67,     32,     78,     67,     48,    216,    236,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,25.7,29.2,37.2,40.5,23.9,25.2,31.2,34.2,25.7,29.2,37.2,40.5,23.9,25.2,31.2,34.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX ,88,N20,FutOnly,-24458,-5430,37872,-7984
GOLD - COMMODITY EXCHANGE INC.,150818,2015-08-18,088691,CMX ,1,88,432728,17508,63587,86133,70002,62421,112075,104158,24718,73637,39895,23998,400490,388779,32238,43949,432728,17508,63587,86133,70002,62421,112075,104158,24718,73637,39895,23998,400490,388779,32238,43949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,   -2761,    -918,    1477,    -133,    2962,    1093,    3568,   -9779,     923,   -5634,   -1504,    1431,     330,   -3397,   -3091,     636,100.0,4.0,14.7,19.9,16.2,14.4,25.9,24.1,5.7,17.0,9.2,5.5,92.5,89.8,7.4,10.2,100.0,4.0,14.7,19.9,16.2,14.4,25.9,24.1,5.7,17.0,9.2,5.5,92.5,89.8,7.4,10.2,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,338,     20,     25,     19,     16,     25,     54,     60,     33,     72,     76,     51,217,241,    338,     20,     25,     19,     16,     25,     54,     60,     33,     72,     76,     51,    217,    241,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,25.9,29.3,36.2,40.3,23.7,25.4,30.8,34.2,25.9,29.3,36.2,40.3,23.7,25.4,30.8,34.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX ,88,N20,FutOnly,-29948,7917,33742,-11711
GOLD - COMMODITY EXCHANGE INC.,150818,2015-08-18,088691,CMX ,1,88,432728,17508,63587,86133,70002,62421,112075,104158,24718,73637,39895,23998,400490,388779,32238,43949,432728,17508,63587,86133,70002,62421,112075,104158,24718,73637,39895,23998,400490,388779,32238,43949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,   -2761,    -918,    1477,    -133,    2962,    1093,    3568,   -9779,     923,   -5634,   -1504,    1431,     330,   -3397,   -3091,     636,100.0,4.0,14.7,19.9,16.2,14.4,25.9,24.1,5.7,17.0,9.2,5.5,92.5,89.8,7.4,10.2,100.0,4.0,14.7,19.9,16.2,14.4,25.9,24.1,5.7,17.0,9.2,5.5,92.5,89.8,7.4,10.2,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,338,     20,     25,     19,     16,     25,     54,     60,     33,     72,     76,     51,217,241,    338,     20,     25,     19,     16,     25,     54,     60,     33,     72,     76,     51,    217,    241,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,25.9,29.3,36.2,40.3,23.7,25.4,30.8,34.2,25.9,29.3,36.2,40.3,23.7,25.4,30.8,34.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX ,88,N20,FutOnly,-29948,7917,33742,-11711
GOLD - COMMODITY EXCHANGE INC.,150825,2015-08-25,088691,CMX ,1,88,432154,14467,80360,82325,79068,59867,119456,78842,27081,70437,40318,25935,399568,391471,32586,40683,432154,14467,80360,82325,79068,59867,119456,78842,27081,70437,40318,25935,399568,391471,32586,40683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    -574,   -3041,   16773,   -3808,    9066,   -2554,    7381,  -25316,    2363,   -3200,     423,    1937,    -922,    2692,     348,   -3266,100.0,3.3,18.6,19.0,18.3,13.9,27.6,18.2,6.3,16.3,9.3,6.0,92.5,90.6,7.5,9.4,100.0,3.3,18.6,19.0,18.3,13.9,27.6,18.2,6.3,16.3,9.3,6.0,92.5,90.6,7.5,9.4,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,331,     19,     25,     18,     18,     21,     60,     43,     37,     70,     82,     50,219,230,    331,     19,     25,     18,     18,     21,     60,     43,     37,     70,     82,     50,    219,    230,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,24.8,31.6,34.0,42.6,22.1,27.8,28.7,35.5,24.8,31.6,34.0,42.6,22.1,27.8,28.7,35.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX ,88,N20,FutOnly,-62636,40614,30119,-8097
GOLD - COMMODITY EXCHANGE INC.,150825,2015-08-25,088691,CMX ,1,88,432154,14467,80360,82325,79068,59867,119456,78842,27081,70437,40318,25935,399568,391471,32586,40683,432154,14467,80360,82325,79068,59867,119456,78842,27081,70437,40318,25935,399568,391471,32586,40683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    -574,   -3041,   16773,   -3808,    9066,   -2554,    7381,  -25316,    2363,   -3200,     423,    1937,    -922,    2692,     348,   -3266,100.0,3.3,18.6,19.0,18.3,13.9,27.6,18.2,6.3,16.3,9.3,6.0,92.5,90.6,7.5,9.4,100.0,3.3,18.6,19.0,18.3,13.9,27.6,18.2,6.3,16.3,9.3,6.0,92.5,90.6,7.5,9.4,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,331,     19,     25,     18,     18,     21,     60,     43,     37,     70,     82,     50,219,230,    331,     19,     25,     18,     18,     21,     60,     43,     37,     70,     82,     50,    219,    230,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,24.8,31.6,34.0,42.6,22.1,27.8,28.7,35.5,24.8,31.6,34.0,42.6,22.1,27.8,28.7,35.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX ,88,N20,FutOnly,-62636,40614,30119,-8097
GOLD - COMMODITY EXCHANGE INC.,150901,2015-09-01,088691,CMX ,1,88,410274,12944,80229,74975,76778,58946,112641,72044,21287,70112,38024,26303,377208,373611,33066,36663,410274,12944,80229,74975,76778,58946,112641,72044,21287,70112,38024,26303,377208,373611,33066,36663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,  -21880,   -1523,    -131,   -7350,   -2290,    -921,   -6815,   -6798,   -5794,    -325,   -2294,     368,  -22360,  -17860,     480,   -4020,100.0,3.2,19.6,18.3,18.7,14.4,27.5,17.6,5.2,17.1,9.3,6.4,91.9,91.1,8.1,8.9,100.0,3.2,19.6,18.3,18.7,14.4,27.5,17.6,5.2,17.1,9.3,6.4,91.9,91.1,8.1,8.9,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,301,     18,     25,     17,     15,     22,     54,     36,     36,     65,     75,     56,206,219,    301,     18,     25,     17,     15,     22,     54,     36,     36,     65,     75,     56,    206,    219,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,24.6,33.1,34.6,44.6,22.2,29.8,29.3,37.1,24.6,33.1,34.6,44.6,22.2,29.8,29.3,37.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX ,88,N20,FutOnly,-69088,40597,32088,-3597
GOLD - COMMODITY EXCHANGE INC.,150901,2015-09-01,088691,CMX ,1,88,410274,12944,80229,74975,76778,58946,112641,72044,21287,70112,38024,26303,377208,373611,33066,36663,410274,12944,80229,74975,76778,58946,112641,72044,21287,70112,38024,26303,377208,373611,33066,36663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,  -21880,   -1523,    -131,   -7350,   -2290,    -921,   -6815,   -6798,   -5794,    -325,   -2294,     368,  -22360,  -17860,     480,   -4020,100.0,3.2,19.6,18.3,18.7,14.4,27.5,17.6,5.2,17.1,9.3,6.4,91.9,91.1,8.1,8.9,100.0,3.2,19.6,18.3,18.7,14.4,27.5,17.6,5.2,17.1,9.3,6.4,91.9,91.1,8.1,8.9,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,301,     18,     25,     17,     15,     22,     54,     36,     36,     65,     75,     56,206,219,    301,     18,     25,     17,     15,     22,     54,     36,     36,     65,     75,     56,    206,    219,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,24.6,33.1,34.6,44.6,22.2,29.8,29.3,37.1,24.6,33.1,34.6,44.6,22.2,29.8,29.3,37.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX ,88,N20,FutOnly,-69088,40597,32088,-3597
GOLD - COMMODITY EXCHANGE INC.,150908,2015-09-08,088691,CMX ,1,88,421732,20513,77612,74098,72978,61009,112684,85859,21149,70931,38463,27734,388118,384804,33614,36928,421732,20513,77612,74098,72978,61009,112684,85859,21149,70931,38463,27734,388118,384804,33614,36928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,   11458,    7569,   -2617,    -877,   -3800,    2063,      43,   13815,    -138,     819,     439,    1431,   10910,   11193,     548,     265,100.0,4.9,18.4,17.6,17.3,14.5,26.7,20.4,5.0,16.8,9.1,6.6,92.0,91.2,8.0,8.8,100.0,4.9,18.4,17.6,17.3,14.5,26.7,20.4,5.0,16.8,9.1,6.6,92.0,91.2,8.0,8.8,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315,     19,     26,     18,     14,     24,     53,     44,     36,     66,     77,     57,213,229,    315,     19,     26,     18,     14,     24,     53,     44,     36,     66,     77,     57,    213,    229,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,23.8,31.1,33.3,42.0,21.7,27.5,28.9,35.3,23.8,31.1,33.3,42.0,21.7,27.5,28.9,35.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX ,88,N20,FutOnly,-55979,26825,32468,-3314
GOLD - COMMODITY EXCHANGE INC.,150908,2015-09-08,088691,CMX ,1,88,421732,20513,77612,74098,72978,61009,112684,85859,21149,70931,38463,27734,388118,384804,33614,36928,421732,20513,77612,74098,72978,61009,112684,85859,21149,70931,38463,27734,388118,384804,33614,36928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,   11458,    7569,   -2617,    -877,   -3800,    2063,      43,   13815,    -138,     819,     439,    1431,   10910,   11193,     548,     265,100.0,4.9,18.4,17.6,17.3,14.5,26.7,20.4,5.0,16.8,9.1,6.6,92.0,91.2,8.0,8.8,100.0,4.9,18.4,17.6,17.3,14.5,26.7,20.4,5.0,16.8,9.1,6.6,92.0,91.2,8.0,8.8,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315,     19,     26,     18,     14,     24,     53,     44,     36,     66,     77,     57,213,229,    315,     19,     26,     18,     14,     24,     53,     44,     36,     66,     77,     57,    213,    229,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,23.8,31.1,33.3,42.0,21.7,27.5,28.9,35.3,23.8,31.1,33.3,42.0,21.7,27.5,28.9,35.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX ,88,N20,FutOnly,-55979,26825,32468,-3314
